timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,,smooth_accel_x,smooth_accel_y,smooth_accel_z,smooth_gyro_x,smooth_gyro_y,smooth_gyro_z,smooth_mag_x,smooth_mag_y,smooth_mag_z
7.20E+12,-0.2738037,0.05279541,9.643646,9.31E-04,-0.004272461,-3.66E-04,-14.292908,18.754578,-47.373962,,-0.265781456,0.055211914,9.647080453,0.00100234,-0.003868425,-4.48E-05,-14.20055253,19.02248077,-47.55002562
7.20E+12,-0.28408813,0.083496094,9.675522,9.31E-04,-0.003234863,-3.66E-04,-14.292908,18.754578,-47.373962,,-0.274934793,0.069354004,9.661301227,0.000966563,-0.003551644,-0.000205527,-14.24673027,18.88852939,-47.46199381
7.20E+12,-0.24995422,0.06286621,9.6258545,9.31E-04,-0.003067017,-3.66E-04,-14.292908,18.754578,-47.373962,,-0.262444507,0.066110107,9.643577863,0.000948675,-0.00330933,-0.000285869,-14.26981913,18.82155369,-47.41797791
7.20E+12,-0.24269104,0.06430054,9.615662,0.001113892,-0.002166748,-1.68E-04,-14.292908,18.754578,-47.373962,,-0.252567773,0.065205324,9.629619932,0.001031283,-0.002738039,-0.000226858,-14.28136357,18.78806585,-47.39596995
7.20E+12,-0.25367737,0.04473877,9.619858,0.00177002,-0.001953125,4.88E-04,-14.373779,18.508911,-47.1344,,-0.253122572,0.054972047,9.624738966,0.001400651,-0.002345582,0.000130712,-14.32757128,18.64848842,-47.26518498
7.20E+12,-0.2642212,0.03804016,9.656601,0.001373291,-0.001327515,-5.80E-04,-14.373779,18.508911,-47.1344,,-0.258671886,0.046506103,9.640669983,0.001386971,-0.001836548,-0.000224561,-14.35067514,18.57869971,-47.19979249
7.20E+12,-0.28353882,0.048339844,9.604477,0.002853394,-0.002166748,-0.001220703,-14.373779,18.508911,-47.1344,,-0.271105353,0.047422974,9.622573491,0.002120182,-0.002001648,-0.000722632,-14.36222707,18.54380536,-47.16709624
7.20E+12,-0.27337646,0.046310425,9.633041,0.001998901,-0.002471924,-3.66E-04,-14.373779,18.508911,-47.1344,,-0.272240906,0.046866699,9.627807246,0.002059542,-0.002236786,-0.000544422,-14.36800304,18.52635818,-47.15074812
7.20E+12,-0.25245667,0.045028687,9.632202,0.002304077,-0.003555298,-3.66E-04,-13.885498,18.411255,-46.847534,,-0.262348788,0.045947693,9.630004623,0.002181809,-0.002896042,-0.000455316,-14.12675052,18.46880659,-46.99914106
7.20E+12,-0.2447052,0.05026245,9.58197,0.003067017,-0.003967285,-3.66E-04,-13.885498,18.411255,-46.847534,,-0.253526994,0.048105072,9.605987311,0.002624413,-0.003431663,-0.000410764,-14.00612426,18.44003079,-46.92333753
7.20E+12,-0.2615204,0.07574463,9.579758,0.003433228,-0.002868652,-3.66E-04,-13.885498,18.411255,-46.847534,,-0.257523697,0.061924851,9.592872656,0.00302882,-0.003150158,-0.000388487,-13.94581113,18.4256429,-46.88543577
7.20E+12,-0.24238586,0.06617737,9.579178,0.003753662,-0.002166748,-7.32E-04,-13.885498,18.411255,-46.847534,,-0.249954779,0.06405111,9.586025328,0.003391241,-0.002658453,-0.000560455,-13.91565456,18.41844895,-46.86648488
7.20E+12,-0.2315216,0.06074524,9.619156,0.002700806,-0.002166748,-7.02E-04,-13.616943,19.862366,-46.53015,,-0.240738189,0.062398175,9.602590664,0.003046023,-0.0024126,-0.000631179,-13.76629878,19.14040747,-46.69831744
7.20E+12,-0.2394867,0.07470703,9.662247,6.56E-04,-0.002624512,2.59E-04,-13.616943,19.862366,-46.53015,,-0.240112445,0.068552603,9.632418832,0.001851076,-0.002518556,-0.00018589,-13.69162089,19.50138674,-46.61423372
7.20E+12,-0.2277832,0.080947876,9.620911,1.98E-04,-0.003707886,-8.24E-04,-13.616943,19.862366,-46.53015,,-0.233947822,0.074750239,9.626664916,0.00102472,-0.003113221,-0.000504932,-13.65428195,19.68187637,-46.57219186
7.20E+12,-0.24880981,0.06890869,9.712311,0.001495361,-0.004302979,-0.001922607,-13.616943,19.862366,-46.53015,,-0.241378816,0.071829465,9.669487958,0.001260041,-0.0037081,-0.00121377,-13.63561247,19.77212118,-46.55117093
7.20E+12,-0.26153564,0.0683136,9.666687,9.31E-04,-0.005340576,-9.46E-04,-13.685608,20.91217,-46.463013,,-0.251457228,0.070071532,9.668087479,0.001095413,-0.004524338,-0.001079907,-13.66061024,20.34214559,-46.50709197
7.20E+12,-0.23553467,0.043914795,9.645325,-9.16E-05,-0.004928589,7.02E-04,-13.685608,20.91217,-46.463013,,-0.243495949,0.056993164,9.656706239,0.00050193,-0.004726463,-0.000189002,-13.67310912,20.6271578,-46.48505248
